DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,TOPIC: Topic,INDICATOR: Indicator,SEX: Sex,AGE: Age,CONDITION: Women’s condition,VIOLENCE_TYPE: Type of violence,PERPETRATOR: Perpetrator,ACTUALITY: Actuality,LIFEPER: Period of life,OUTCOME: Outcome,RESPONSE: Response,HELP_REASON: Reason for searching help,HELP_PROVIDER: Help provider,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_WEAP: Threatened with or had a gun, knife or weapon used on them",PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_WEAP: Threatened with or had a gun, knife or weapon used on them",PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,15,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_AFRAID: Having sexual intercourse because they were afraid of what partners could do,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_AFRAID: Having sexual intercourse because they were afraid of what partners could do,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,35,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_DEGRAD: Forced to perform degrading or humiliating sexual act(s),PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_DEGRAD: Forced to perform degrading or humiliating sexual act(s),PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,18,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_FORCE: Physically forced to have sexual intercourse when they did not want,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_FORCE: Physically forced to have sexual intercourse when they did not want,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,39,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_HUM: Belittled or humiliated,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_HUM: Belittled or humiliated,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,27,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_INS: Insulted,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_INS: Insulted,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,64,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_SCA: Scared or intimidated,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_SCA: Scared or intimidated,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,31,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_FRIENDS: Partner keeps her from seeing her friends,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_FRIENDS: Partner keeps her from seeing her friends,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,25,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_OTHMAN: Partner gets angry if she speaks with another man,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_OTHMAN: Partner gets angry if she speaks with another man,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,24,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_UNFAITH: Partner often suspicious she is unfaithful,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_UNFAITH: Partner often suspicious she is unfaithful,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,26,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_WHERE: Partner insists on knowing where she is at all times,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_WHERE: Partner insists on knowing where she is at all times,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,52,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,28,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYSORSEX: Physical and/or sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYSORSEX: Physical and/or sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,48,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,33,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMFEM: Female family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMFEM: Female family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,37,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMMAL: Male family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMMAL: Male family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHFEM: Female other(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHFEM: Female other(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHMAL: Male other(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHMAL: Male other(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,FAMFEM: Female family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,FAMFEM: Female family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,FAMMAL: Male family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,FAMMAL: Male family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,OTHFEM: Female other(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,OTHFEM: Female other(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,OTHMAL: Male other(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_009: Non-Partner Sexual violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,OTHMAL: Male other(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_010: Child sexual abuse prevalence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX_CHILD: Child sexual abuse,_T: Any,_T: Any,BEFORE15: Before age of 15,_T: Any,_T: Any,_T: Any,_T: Any,30.1,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_010: Child sexual abuse prevalence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX_CHILD: Child sexual abuse,FAMFEM: Female family member(s),_T: Any,BEFORE15: Before age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_010: Child sexual abuse prevalence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX_CHILD: Child sexual abuse,FAMMAL: Male family member(s),_T: Any,BEFORE15: Before age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_010: Child sexual abuse prevalence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX_CHILD: Child sexual abuse,OTHFEM: Female other(s),_T: Any,BEFORE15: Before age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_010: Child sexual abuse prevalence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX_CHILD: Child sexual abuse,OTHMAL: Male other(s),_T: Any,BEFORE15: Before age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_011: Injuries from physical or sexual partner violence,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,INJ: Injured,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_011: Injuries from physical or sexual partner violence,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,INJ: Injured,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
SPC:DF_VAW(1.0),A: Annual,2011,VU: Vanuatu,VAW_TOPIC_011: Injuries from physical or sexual partner violence,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,INJ: Injured,_T: Any,_T: Any,_T: Any,45,PERCENT: percent,,,Vanuatu 2011 National Survey on Women's Lives and Family Relationship,UN Women: Global database on Violence against women.
